"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","MAPE_train","KL_Divergence","kl_div_obs_as_base","kl_div_obs_as_target","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"23","search_S",25603.2634206504,1041919.984601,0.00360654285919733,6636.43302293633,0.00195660545972137,1041919.984601,0.00360654285919733,6636.43302293633,0.00195660545972137,TRUE,1,0.95016346712951,NA,NA,0.0498320879886563,NA,NA,0.0498320879886563,0.699193271774865,0.0489732935606267,0.00545509463162202,NA,0.00545509463162202,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_162_2",1,162,2,1451,51,809960,5158.98089171975,5360.83790365997,201.857011940222,6579.21878286654,0.0644012269879381,0.066727637357596,1.27529427244561,1.2863844938034,0.777372554486675,2,FALSE,1.65283373085747,0.215623394207502,0.206639492948503,3.09089019295301,0.0022949419520821
"24","newsletter",73651.4849417777,2952270.15428266,0.0102191041545545,18804.2684986157,0.00554402256201463,2952270.15428266,0.0102191041545545,18804.2684986157,0.00554402256201463,TRUE,1,0.95016346712951,NA,NA,0.0498320879886563,NA,NA,0.0498320879886563,0.699193271774865,0.0489732935606267,0.00545509463162202,NA,0.00545509463162202,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_162_2",1,162,2,1451,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0298491362442826
"25","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"26","trend",0.232325948932189,65006413.9537138,0.225006996937627,414053.592061872,0.121983972241084,65006413.9537138,0.225006996937627,414053.592061872,0.121983972241084,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"27","season",0.229241946816149,83923.0954031343,0.000290483392666677,534.542008937161,0.000157480960991495,83923.0954031343,0.000290483392666677,534.542008937161,0.000157480960991495,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"28","holiday",1,6959499.54235704,0.0240889474895436,278379.981694281,0.0820132867109491,6959499.54235704,0.0240889474895436,278379.981694281,0.0820132867109491,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"29","competitor_sales_B",0.225225942941287,196225158.859296,0.679195036815542,1249841.77617386,0.368214809516149,196225158.859296,0.679195036815542,1249841.77617386,0.368214809516149,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"30","events",1.04380064257566,1328557.05803534,0.00459854060095774,1328557.05803534,0.391405050928435,1328557.05803534,0.00459854060095774,1328557.05803534,0.391405050928435,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"31","tv_S",505279.536126351,9642125.34288548,0.033374332401163,61414.8111011814,0.0180933646179755,9642125.34288548,0.033374332401163,61414.8111011814,0.0180933646179755,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,2591412.14666667,16505.80985138,24381.5595984895,7875.74974710944,66100.7165487185,0.206047362680601,0.583312774554745,4.00469393164564,3.72079962474828,0.268759433684272,2,FALSE,4.07501779202083,0.119364008978804,3.27857760209636,4.87523054283039,0.310562841829847
"32","ooh_S",306077.696951508,1688265.78195464,0.00584360204672488,10753.2852353798,0.00316801610419798,1688265.78195464,0.00584360204672488,10753.2852353798,0.00316801610419798,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,8239693.86666667,52482.1265392781,86480.458259021,33998.3317197429,3231.11280275976,0.655151359349006,0.102133809967989,0.0615659657072311,0.204894236275506,4.88056676545736,2,FALSE,0.315460765190797,0.0289361027055104,0.121151884145339,0.508210880181064,0.113022731653887
"33","print_S",334112.930478363,2792357.839829,0.00966520091944355,17785.7187250255,0.00523983527938344,2792357.839829,0.00966520091944355,17785.7187250255,0.00523983527938344,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,601634.977777778,3832.06992215145,5257.05111723795,1424.9811950865,4006.99585482346,0.0478369682055284,0.168927279119244,1.04564789688749,4.64128241037941,0.215457692848786,2,FALSE,5.47935729052774,0.226550264317592,3.96307213332445,6.99348430564842,0.0380727676708842
"34","facebook_S",50032.6036981912,1099167.10961012,0.00380455212684217,7001.06439242115,0.00206257755246216,1099167.10961012,0.00380455212684217,7001.06439242115,0.00206257755246216,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,334078.021992166,2127.88549039596,2169.66821854387,41.7827281479095,8499.83596260218,0.0265630827769259,0.0664955280714208,3.99449876460246,3.29015091461448,0.30393742595761,2,FALSE,3.23275780078348,0.457755626293126,0.159691770760513,6.28278425995675,0.0203785911598429
"35","search_S",32142.2848684447,1308024.23132356,0.00452747023426522,8331.36453072334,0.00245449613076715,1308024.23132356,0.00452747023426522,8331.36453072334,0.00245449613076715,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,809960,5158.98089171975,5360.83790365997,201.857011940222,8259.53789000801,0.0644012269879381,0.0791306082866017,1.60100183803059,1.6149244793861,0.619224002586265,2,FALSE,1.65283373085747,0.215623394207502,0.206639492948503,3.09089019295301,0.0022949419520821
"36","newsletter",69227.013714912,2774918.20595624,0.00960483703522443,17674.6382544984,0.00520710995760605,2774918.20595624,0.00960483703522443,17674.6382544984,0.00520710995760605,TRUE,1,0.950258154132026,NA,NA,0.0497847262029571,NA,NA,0.0497847262029571,0.681639214818054,0.0489154443505049,0.00835414728709105,NA,0.00835414728709105,0,6650.26063909386,1.560173014e-06,65481090.2533626,1e-04,"1_165_5",1,165,5,1481,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0298491362442826
"37","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"38","trend",0.231660304333925,64820161.9723933,0.224352230435335,412867.273709512,0.121911489823711,64820161.9723933,0.224352230435335,412867.273709512,0.121911489823711,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"39","season",0.22860170162118,83688.7082880143,0.000289659078214965,533.049097375887,0.000157398790721304,83688.7082880143,0.000289659078214965,533.049097375887,0.000157398790721304,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"40","holiday",1,6959499.54235704,0.0240878639844572,278379.981694281,0.0822000688030443,6959499.54235704,0.0240878639844572,278379.981694281,0.0822000688030443,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"41","competitor_sales_B",0.220464544045513,192076852.307598,0.664806580529083,1223419.44144967,0.361251414882936,192076852.307598,0.664806580529083,1223419.44144967,0.361251414882936,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"42","events",1.03763660591984,1320711.42729797,0.00457117886564262,1320711.42729797,0.389979802183062,1320711.42729797,0.00457117886564262,1320711.42729797,0.389979802183062,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"43","tv_S",464285.553858218,10266845.3695123,0.0355350802604565,65393.919551034,0.0193095230974583,10266845.3695123,0.0355350802604565,65393.919551034,0.0193095230974583,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,2591412.14666667,16505.80985138,26131.5658013297,9625.75594994962,71339.9161093616,0.206047362680601,0.490276702549634,4.32210941188062,3.96187282780108,0.252405880618591,2,FALSE,4.07501779202083,0.119364008978804,3.27857760209636,4.87523054283039,0.359114047352491
"44","ooh_S",175819.630793034,3298596.90851659,0.0114169349661296,21010.1713918254,0.00620388550735823,3298596.90851659,0.0114169349661296,21010.1713918254,0.00620388550735823,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,8239693.86666667,52482.1265392781,66847.8477548126,14365.7212155345,23622.7143917205,0.655151359349006,0.157519194761647,0.450109703044159,0.40033003190336,2.49793900109248,2,FALSE,0.315460765190797,0.0289361027055104,0.121151884145339,0.508210880181064,0.218143313125344
"45","print_S",279437.987546549,3156224.72253009,0.0109241636353262,20103.3421817203,0.00593611688761204,3156224.72253009,0.0109241636353262,20103.3421817203,0.00593611688761204,TRUE,1,0.949642293719205,NA,NA,0.0500919737702681,NA,NA,0.0500919737702681,0.58747574747467,0.0492194103420282,0.00527552490341255,NA,0.00527552490341255,0,10640.6847484467,6.250636643e-05,65481090.2533626,1e-04,"1_188_4",1,188,4,1687,88,601634.977777778,3832.06992215145,5555.19831656055,1723.1283944091,5716.03573206544,0.0478369682055284,0.150720439801577,1.49163137630231,5.2460791661217,0.190618549269678,2,FALSE,5.47935729052774,0.226550264317592,3.96307213332445,6.99348430564842,0.0630675720424395
