"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","MAPE_train","KL_Divergence","kl_div_obs_as_base","kl_div_obs_as_target","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","search_S",22696.0759182928,1468377.07842877,0.0050820486118322,9352.72024476923,0.00278208539944447,1468377.07842877,0.0050820486118322,9352.72024476923,0.00278208539944447,TRUE,1,0.946404073915171,NA,NA,0.0516774486423414,NA,NA,0.0516774486423414,0.337671240863039,0.053590509103659,0.019619057309133,0.0338495117744149,0.00538860284385116,0,17609.3342745201,0.0001689393295,65481090.2533626,1e-04,"1_85_2",1,85,2,758,49,809960,5158.98089171975,7153.79071827324,1994.8098265535,11455.122743024,0.0644012269879381,0.082665757468569,2.22042356493502,1.81290073389892,0.551602181686665,1,FALSE,2.40700886006192,0.257085136227767,0.395591398922492,4.43482121669864,0.143475983099512
"12","newsletter",119023.603443348,4052447.9862597,0.0140255101810297,25811.7706131191,0.0076780389316927,4052447.9862597,0.0140255101810297,25811.7706131191,0.0076780389316927,TRUE,1,0.946404073915171,NA,NA,0.0516774486423414,NA,NA,0.0516774486423414,0.337671240863039,0.053590509103659,0.019619057309133,0.0338495117744149,0.00538860284385116,0,17609.3342745201,0.0001689393295,65481090.2533626,1e-04,"1_85_2",1,85,2,758,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.0626511008094445
"13","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"14","trend",0.268169082206599,75035571.5650082,0.259689036012612,477933.576847186,0.14217653737616,75035571.5650082,0.259689036012612,477933.576847186,0.14217653737616,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"15","season",0.287157060273477,105125.216827538,0.000363825658273405,669.587368328269,0.000199190050901503,105125.216827538,0.000363825658273405,669.587368328269,0.000199190050901503,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"16","holiday",1,6959499.54235704,0.024085986014235,278379.981694281,0.082812976090162,6959499.54235704,0.024085986014235,278379.981694281,0.082812976090162,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"17","competitor_sales_B",0.207856209079404,181092005.271922,0.62673752325473,1153452.26287848,0.343131047302822,181092005.271922,0.62673752325473,1153452.26287848,0.343131047302822,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"18","events",1.01770447769798,1295341.66936654,0.00448302081811069,1295341.66936654,0.38534056235282,1295341.66936654,0.00448302081811069,1295341.66936654,0.38534056235282,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"19","tv_S",423791.964380654,5970117.94139857,0.0206618559804027,38026.2289261056,0.0113121107620265,5970117.94139857,0.0206618559804027,38026.2289261056,0.0113121107620265,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,2591412.14666667,16505.80985138,32374.9547715025,15869.1449201225,20450.9930323852,0.206047362680601,0.295117654704586,1.23901784986789,2.30380873574199,0.434063811151375,1,FALSE,2.05144936892342,0.0680056885141467,1.52077644493754,2.58925752811215,0.290672815638726
"20","ooh_S",202813.729167009,7791104.1822902,0.0269640690724917,49624.8674031223,0.0147624945325465,7791104.1822902,0.0269640690724917,49624.8674031223,0.0147624945325465,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,8239693.86666667,52482.1265392781,85357.1964061218,32875.0698668436,58755.6218761786,0.655151359349006,0.385133495921847,1.11953584487864,0.945557481669166,1.05757716414525,1,FALSE,0.895085193510514,0.0227560732588153,0.71718657739416,1.0747218709207,0.689378343164948
"21","print_S",256015.144083891,3796815.06390128,0.0131403176293321,24183.5354388617,0.00719416148346984,3796815.06390128,0.0131403176293321,24183.5354388617,0.00719416148346984,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,601634.977777778,3832.06992215145,4425.34141647016,593.27149431871,10692.2931362881,0.0478369682055284,0.187685933176572,2.79021347561558,6.31082833302902,0.158457804146929,1,FALSE,6.23949303894693,0.210397165345141,4.58727135540029,7.8929564537591,0.020082442080343
"22","facebook_S",19187.3793010596,450519.902321286,0.00155919488181616,2869.55351796997,0.000853639925639701,450519.902321286,0.00155919488181616,2869.55351796997,0.000853639925639701,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,334078.021992166,2127.88549039596,2353.31413755212,225.428647156156,3816.31302128643,0.0265630827769259,0.0222703099462806,1.7934766877781,1.34854696407371,0.741538876020443,1,FALSE,1.99183820713594,0.256389226773946,0,3.99233762889989,0.205168529678576
"23","search_S",36977.0817664707,2221062.67775282,0.007686829242175,14146.8960366421,0.00420844399838726,2221062.67775282,0.007686829242175,14146.8960366421,0.00420844399838726,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,809960,5158.98089171975,6968.3746864959,1809.39379477615,16669.510424185,0.0644012269879381,0.109792606250714,3.2311634359685,2.74218810528028,0.364672284178619,1,FALSE,2.40700886006192,0.257085136227767,0.395591398922492,4.43482121669864,0.140277953145708
"24","newsletter",91821.4528782265,4226770.51576258,0.0146283414358209,26922.10519594,0.00800883612506539,4226770.51576258,0.0146283414358209,26922.10519594,0.00800883612506539,TRUE,1,0.946449703761245,NA,NA,0.0516554457001247,NA,NA,0.0516554457001247,0.320124509690262,0.0534760715077094,0.0350278809335102,0.0628461214039664,0.00720964046305395,0,21881.3161273031,0.0002341857858,65481090.2533626,1e-04,"1_95_1",1,95,1,847,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.115835560186425
"25","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"26","trend",0.250478809120048,70085710.3011067,0.24255076851157,446405.798096221,0.132932751659869,70085710.3011067,0.24255076851157,446405.798096221,0.132932751659869,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"27","season",0.287188624508807,105136.772166209,0.000363854554347537,669.660969211521,0.000199414693304038,105136.772166209,0.000363854554347537,669.660969211521,0.000199414693304038,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"28","holiday",1,6959499.54235704,0.0240852515470327,278379.981694281,0.0828972587978535,6959499.54235704,0.0240852515470327,278379.981694281,0.0828972587978535,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"29","competitor_sales_B",0.205754796954901,179261177.426007,0.620382331322113,1141790.93901915,0.340007705973849,179261177.426007,0.620382331322113,1141790.93901915,0.340007705973849,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"30","events",1.01495769746596,1291845.54748725,0.00447078482896298,1291845.54748725,0.38469165068957,1291845.54748725,0.00447078482896298,1291845.54748725,0.38469165068957,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"31","tv_S",473576.015650814,7032574.4289846,0.0243381471777435,44793.4677005389,0.013338802818454,7032574.4289846,0.0243381471777435,44793.4677005389,0.013338802818454,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,2591412.14666667,16505.80985138,32386.5463134013,15880.7364620212,30222.291147579,0.206047362680601,0.329062719409228,1.8310092882266,2.7138000560932,0.368486984792684,4,FALSE,2.32436753786984,0.105242555100759,1.46732048427618,3.1687472660932,0.332847205650376
"32","ooh_S",210325.448430732,8011178.37584655,0.0277248737780741,51026.6138588952,0.0151949374696215,8011178.37584655,0.0277248737780741,51026.6138588952,0.0151949374696215,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,8239693.86666667,52482.1265392781,85141.7096918638,32659.5831525857,60500.9179644543,0.655151359349006,0.374852789493917,1.15279090147338,0.972266507164232,1.02852457904434,4,FALSE,0.963103602406223,0.00682940013731249,0.9074141264544,1.01782311724946,0.685277866484387
"33","print_S",282508.086553972,3964965.94614149,0.0137218490506422,25254.5601665063,0.00752041794531034,3964965.94614149,0.0137218490506422,25254.5601665063,0.00752041794531034,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,601634.977777778,3832.06992215145,4550.7833982756,718.713476124151,14194.9889879516,0.0478369682055284,0.185525583806823,3.70426147651869,6.59031820388277,0.151737741496433,4,FALSE,6.07853174879827,0.103125356664551,5.24772753535073,6.91492616565302,0.0409003460274461
"34","facebook_S",11416.6666537199,238800.327840063,0.0008264338449247,1521.02119643353,0.000452936619186368,238800.327840063,0.0008264338449247,1521.02119643353,0.000452936619186368,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,334078.021992166,2127.88549039596,2528.19566934647,400.310178950505,1522.21516970533,0.0265630827769259,0.0111737580694489,0.715365171939805,0.714804064080764,1.39898477114284,4,FALSE,1.96682137534186,0.180187033645492,0.509329128963723,3.42236221227389,0.113988713617634
"35","search_S",35930.8444438934,2124012.89421149,0.00735072752499941,13528.7445491177,0.00402865116691436,2124012.89421149,0.00735072752499941,13528.7445491177,0.00402865116691436,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,809960,5158.98089171975,6643.35966974582,1484.37877802607,15864.1012367025,0.0644012269879381,0.0993851492205837,3.07504555059792,2.62236764063841,0.381334784834575,4,FALSE,2.74684288633319,0.0748856997909827,2.14516248392897,3.35581852584569,0.185432744272807
"36","newsletter",193226.184951333,9877843.18153027,0.0341849778595895,62916.198608473,0.018735472166068,9877843.18153027,0.0341849778595895,62916.198608473,0.018735472166068,TRUE,1,0.946655117921103,NA,NA,0.0515562776677157,NA,NA,0.0515562776677157,0.337814930472016,0.0533338696067428,0.0199987188145513,0.0252745518726568,0.0147228857564459,0,28598.9620249917,0.0003367851424,65481090.2533626,1e-04,"1_97_9",1,97,9,873,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.534326114578685
"37","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"38","trend",0.318588432507436,89143255.9282825,0.308526910771525,567791.439033647,0.170070245462138,89143255.9282825,0.308526910771525,567791.439033647,0.170070245462138,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"39","season",0.329635688275071,120676.201278177,0.000417663178176399,768.638224701763,0.000230229768467616,120676.201278177,0.000417663178176399,768.638224701763,0.000230229768467616,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"40","holiday",1,6959499.54235704,0.0240869920215469,278379.981694281,0.0833829969311785,6959499.54235704,0.0240869920215469,278379.981694281,0.0833829969311785,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"41","competitor_sales_B",0.194545496232031,169495220.687975,0.586626955509346,1079587.39291704,0.323368195236827,169495220.687975,0.586626955509346,1079587.39291704,0.323368195236827,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"42","events",0.999594823738062,1272291.56994558,0.00440343112429915,1272291.56994558,0.381088767326822,1272291.56994558,0.00440343112429915,1272291.56994558,0.381088767326822,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA,NA,NA,NA,NA
"43","tv_S",422356.500600291,4752848.64003538,0.0164497212156407,30272.9212741107,0.00906763082005345,4752848.64003538,0.0164497212156407,30272.9212741107,0.00906763082005345,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,2591412.14666667,16505.80985138,31808.373116606,15302.563265226,11393.0872372451,0.206047362680601,0.263723614608604,0.690247091165449,1.83407670067031,0.545233467953942,1,TRUE,2.05144936892342,0.0680056885141467,1.52077644493754,2.58925752811215,0.229925164661172
"44","ooh_S",213213.062781564,8190595.34075448,0.028347843609119,52169.3970748693,0.0156262697113491,8190595.34075448,0.028347843609119,52169.3970748693,0.0156262697113491,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,8239693.86666667,52482.1265392781,85357.1964061218,32875.0698668436,61768.3336690665,0.655151359349006,0.454475530919513,1.17694037460236,0.99404121964885,1.00599450026152,1,TRUE,0.895085193510514,0.0227560732588153,0.71718657739416,1.0747218709207,0.689378343164948
"45","print_S",262703.047070698,3895999.55119826,0.0134841463146185,24815.283765594,0.00743290777404111,3895999.55119826,0.0134841463146185,24815.283765594,0.00743290777404111,TRUE,1,0.9453647863482,NA,NA,0.052176085983583,NA,NA,0.052176085983583,0.26882753603072,0.0562546007884077,0.0171604671338904,0.02529344606344,0.00902748820434077,0,43435.0593096332,0.0005633785144,65481090.2533626,1e-04,"1_98_4",1,98,4,877,5,601634.977777778,3832.06992215145,4425.34141647016,593.27149431871,10971.608719192,0.0478369682055284,0.216179214187611,2.86310243343163,6.47568657924223,0.154423780052218,1,TRUE,6.23949303894693,0.210397165345141,4.58727135540029,7.8929564537591,0.020082442080343
