,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,train_size,rsq_train,rsq_val,rsq_test,nrmse_train,nrmse_val,nrmse_test,nrmse,decomp.rssd,MAPE_train,mape,lambda,lambda_hp,lambda_max,lambda_min_ratio,solID,trial,iterNG,iterPar,iterations,robynPareto,total_spend,mean_spend,mean_spend_adstocked,mean_carryover,mean_response,spend_share,effect_share,roi_mean,roi_total,cpa_total,cluster,top_sol,boot_mean,boot_se,ci_low,ci_up,carryover_pct
12,newsletter,239431.4139,3037382.001,0.010511694,19346.38217,0.005690049,3037382.001,0.010511694,19346.38217,0.005690049,TRUE,1,0.951671876,NA,NA,0.049072156,NA,NA,0.049072156,0.626145207,0.048867263,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_109_6,1,109,6,978,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.013955243
13,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
14,trend,0.208528586,58347746.65,0.201928339,371641.6984,0.109278501,58347746.65,0.201928339,371641.6984,0.109278501,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
15,season,0.216567508,79283.11489,0.000274381,504.9879929,0.000148488,79283.11489,0.000274381,504.9879929,0.000148488,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
16,holiday,1,6959499.542,0.024085252,278379.9817,0.081855581,6959499.542,0.024085252,278379.9817,0.081855581,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
17,competitor_sales_B,0.225834535,196755386.9,0.680925842,1253219.025,0.368499812,196755386.9,0.680925842,1253219.025,0.368499812,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
18,events,1.048748297,1334854.468,0.004619629,1334854.468,0.392504112,1334854.468,0.004619629,1334854.468,0.392504112,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
19,tv_S,398046.1857,11210958.12,0.038798587,71407.37656,0.020996812,11210958.12,0.038798587,71407.37656,0.020996812,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,2591412.147,16505.80985,24857.1397,8351.329848,83999.92421,0.206047363,0.499160302,5.089112559,4.326196485,0.231149927,4,FALSE,4.179310028,0.072098619,3.421227238,4.935532882,0.340425693
20,ooh_S,235907.6677,5996319.277,0.020751903,38193.11641,0.011230404,5996319.277,0.020751903,38193.11641,0.011230404,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,8239693.867,52482.12654,82420.6765,29938.54997,45831.70368,0.655151359,0.266982046,0.873282138,0.727735687,1.374125274,4,FALSE,0.838892644,0.024128268,0.585220348,1.091992503,0.522254428
21,print_S,267925.8458,4909775.083,0.01699162,31272.45276,0.009195434,4909775.083,0.01699162,31272.45276,0.009195434,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,601634.9778,3832.069922,4650.402912,818.3329901,28099.18506,0.047836968,0.218604403,7.332638922,8.16072081,0.122538195,4,FALSE,7.19738652,0.184642716,5.256607698,9.134705656,0.103978418
22,facebook_S,10606.7839,342582.3953,0.0011856,2182.053473,0.000641617,342582.3953,0.0011856,2182.053473,0.000641617,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,334078.022,2127.88549,2387.255309,259.3698183,3044.364699,0.026563083,0.015253249,1.430699496,1.025456249,0.975175685,4,FALSE,1.184142,0.108654192,0.038690608,2.320782265,0.301903729
23,search_S,0,0,0,0,0,0,0,0,0,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,809960,5158.980892,6034.859522,875.8786298,0,0.064401227,0,0,0,Inf,4,FALSE,0.74473846,0.147064081,0,2.293675852,0
24,newsletter,237772.1842,3016333.323,0.010438847,19212.31416,0.005649239,3016333.323,0.010438847,19212.31416,0.005649239,TRUE,1,0.951626944,NA,NA,0.049094963,NA,NA,0.049094963,0.623570111,0.048923602,0,6821.334715,4.17E-06,65481090.25,1.00E-04,1_112_9,1,112,9,1008,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.013955243
25,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
26,trend,0.196098073,54869602.58,0.189902889,349487.9145,0.103024276,54869602.58,0.189902889,349487.9145,0.103024276,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
27,season,0.207064647,75804.21637,0.000262357,482.8294036,0.000142332,75804.21637,0.000262357,482.8294036,0.000142332,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
28,holiday,1,6959499.542,0.024086726,278379.9817,0.082062626,6959499.542,0.024086726,278379.9817,0.082062626,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
29,competitor_sales_B,0.226207782,197080573,0.68209297,1255290.274,0.370042472,197080573,0.68209297,1255290.274,0.370042472,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
30,events,1.04205276,1326332.341,0.004590417,1326332.341,0.390984705,1326332.341,0.004590417,1326332.341,0.390984705,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
31,tv_S,340451.2415,10802863.31,0.037388551,68808.04657,0.020283675,10802863.31,0.037388551,68808.04657,0.020283675,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,2591412.147,16505.80985,26248.44011,9742.630259,76497.07804,0.206047363,0.442758854,4.634554664,4.168716784,0.239881971,4,FALSE,4.179310028,0.072098619,3.421227238,4.935532882,0.335858492
32,ooh_S,221226.0426,7596982.257,0.026293044,48388.42202,0.014264248,7596982.257,0.026293044,48388.42202,0.014264248,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,8239693.867,52482.12654,86348.0281,33865.90156,57953.08494,0.655151359,0.31136478,1.104244221,0.92199812,1.08460091,4,FALSE,0.838892644,0.024128268,0.585220348,1.091992503,0.630775225
33,print_S,298259.9099,4723838.638,0.016349136,30088.14419,0.008869575,4723838.638,0.016349136,30088.14419,0.008869575,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,601634.9778,3832.069922,4673.87535,841.8054283,24105.51503,0.047836968,0.193608058,6.290468473,7.85166889,0.127361458,4,FALSE,7.19738652,0.184642716,5.256607698,9.134705656,0.089690595
34,facebook_S,16146.96368,447560.2004,0.001548999,2850.701913,0.000840348,447560.2004,0.001548999,2850.701913,0.000840348,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,334078.022,2127.88549,2416.856108,288.9706172,3316.380836,0.026563083,0.0183434,1.558533507,1.339687651,0.74644265,4,FALSE,1.184142,0.108654192,0.038690608,2.320782265,0.114270621
35,search_S,19537.72554,827733.0632,0.002864772,5272.185116,0.001554168,827733.0632,0.002864772,5272.185116,0.001554168,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,809960,5158.980892,6122.756442,963.7755498,5749.523056,0.064401227,0.033924908,1.114468764,1.021943137,0.978528026,4,FALSE,0.74473846,0.147064081,0,2.293675852,0.100307799
36,newsletter,96158.08623,4224270.582,0.014620138,26906.18205,0.007931576,4224270.582,0.014620138,26906.18205,0.007931576,TRUE,1,0.950825637,NA,NA,0.049499926,NA,NA,0.049499926,0.443246119,0.048997152,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_144_7,1,144,7,1294,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.12989193
37,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
38,trend,0.206195093,57694818.94,0.199679929,367482.9232,0.108246866,57694818.94,0.199679929,367482.9232,0.108246866,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
39,season,0.212383208,77751.28638,0.000269095,495.2311234,0.000145877,77751.28638,0.000269095,495.2311234,0.000145877,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
40,holiday,1,6959499.542,0.024086606,278379.9817,0.082000438,6959499.542,0.024086606,278379.9817,0.082000438,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
41,competitor_sales_B,0.225662406,196605422,0.680445099,1252263.834,0.368870571,196605422,0.680445099,1252263.834,0.368870571,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
42,events,1.044079745,1328912.302,0.004599323,1328912.302,0.391448373,1328912.302,0.004599323,1328912.302,0.391448373,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
43,tv_S,335638.5351,10650151.25,0.036859834,67835.35831,0.019981786,10650151.25,0.036859834,67835.35831,0.019981786,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,2591412.147,16505.80985,26248.44011,9742.630259,75415.69565,0.206047363,0.46671454,4.569039407,4.109786731,0.243321628,4,FALSE,4.179310028,0.072098619,3.421227238,4.935532882,0.335858492
44,ooh_S,211108.6888,5695882.572,0.019713268,36279.50683,0.0106866,5695882.572,0.019713268,36279.50683,0.0106866,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,8239693.867,52482.12654,86348.0281,33865.90156,43122.96396,0.655151359,0.249606898,0.821669525,0.691273567,1.446605291,4,FALSE,0.838892644,0.024128268,0.585220348,1.091992503,0.53193657
45,print_S,292244.9519,4628573.77,0.016019346,29481.36159,0.008684118,4628573.77,0.016019346,29481.36159,0.008684118,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,601634.9778,3832.069922,4673.87535,841.8054283,23619.38312,0.047836968,0.20283493,6.163609641,7.693325589,0.1299828,4,FALSE,7.19738652,0.184642716,5.256607698,9.134705656,0.089690595
46,facebook_S,17861.13655,495073.5018,0.001713434,3153.334406,0.000928856,495073.5018,0.001713434,3153.334406,0.000928856,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,334078.022,2127.88549,2416.856108,288.9706172,3668.450126,0.026563083,0.021695279,1.723988505,1.481909821,0.674804894,4,FALSE,1.184142,0.108654192,0.038690608,2.320782265,0.114270621
47,search_S,31858.90217,1349730.634,0.004671375,8597.01041,0.002532361,1349730.634,0.004671375,8597.01041,0.002532361,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,809960,5158.980892,6122.756442,963.7755498,9375.374438,0.064401227,0.059148354,1.817291949,1.666416409,0.600090106,4,FALSE,0.74473846,0.147064081,0,2.293675852,0.100307799
48,newsletter,78745.31749,3450679.271,0.011942691,21978.84886,0.006474155,3450679.271,0.011942691,21978.84886,0.006474155,TRUE,1,0.95078237,NA,NA,0.049521697,NA,NA,0.049521697,0.50644777,0.048974931,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_151_4,1,151,4,1354,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.028116823
49,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
50,trend,0.196123851,54876815.47,0.189915254,349533.8565,0.102874131,54876815.47,0.189915254,349533.8565,0.102874131,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
51,season,0.211985285,77605.61062,0.000268574,494.3032524,0.000145482,77605.61062,0.000268574,494.3032524,0.000145482,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
52,holiday,1,6959499.542,0.024085128,278379.9817,0.081932259,6959499.542,0.024085128,278379.9817,0.081932259,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
53,competitor_sales_B,0.225465144,196433559.3,0.679808567,1251169.167,0.368241696,196433559.3,0.679808567,1251169.167,0.368241696,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
54,events,1.046224154,1331641.721,0.004608487,1331641.721,0.391926223,1331641.721,0.004608487,1331641.721,0.391926223,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
55,tv_S,387931.5245,12093899.97,0.041854034,77031.21003,0.022671677,12093899.97,0.041854034,77031.21003,0.022671677,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,2591412.147,16505.80985,24410.16526,7904.355406,96138.43503,0.206047363,0.467092732,5.824520935,4.666914906,0.214274316,4,FALSE,4.179310028,0.072098619,3.421227238,4.935532882,0.351756059
56,ooh_S,207015.42,8339983.974,0.028862647,53120.91703,0.015634446,8339983.974,0.028862647,53120.91703,0.015634446,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,8239693.867,52482.12654,84613.47468,32131.34814,63394.52668,0.655151359,0.322108328,1.207926029,1.012171582,0.987974784,4,FALSE,0.838892644,0.024128268,0.585220348,1.091992503,0.675225437
57,print_S,327691.7735,4830836.004,0.016718343,30769.65607,0.009056066,4830836.004,0.016718343,30769.65607,0.009056066,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,601634.9778,3832.069922,4765.918492,933.84857,24626.84762,0.047836968,0.186577398,6.426513117,8.029513213,0.124540551,4,FALSE,7.19738652,0.184642716,5.256607698,9.134705656,0.102433015
58,facebook_S,20843.6012,627140.8021,0.002170381,3994.527402,0.001175662,627140.8021,0.002170381,3994.527402,0.001175662,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,334078.022,2127.88549,2391.079729,263.1942385,5075.474711,0.026563083,0.024221542,2.38521985,1.877228554,0.532700186,4,FALSE,1.184142,0.108654192,0.038690608,2.320782265,0.147438682
59,search_S,0,0,0,0,0,0,0,0,0,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,809960,5158.980892,6382.412169,1223.431277,0,0.064401227,0,0,0,Inf,4,FALSE,0.74473846,0.147064081,0,2.293675852,0
60,newsletter,213557.5376,3383245.205,0.011708585,21549.33252,0.006342358,3383245.205,0.011708585,21549.33252,0.006342358,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.020038856
61,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
