,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,train_size,rsq_train,rsq_val,rsq_test,nrmse_train,nrmse_val,nrmse_test,nrmse,decomp.rssd,MAPE_train,mape,lambda,lambda_hp,lambda_max,lambda_min_ratio,solID,trial,iterNG,iterPar,iterations,robynPareto,total_spend,mean_spend,mean_spend_adstocked,mean_carryover,mean_response,spend_share,effect_share,roi_mean,roi_total,cpa_total,cluster,top_sol,boot_mean,boot_se,ci_low,ci_up,carryover_pct
11,search_S,57725.10289,1798628.935,0.006225173,11456.23526,0.003453441,1798628.935,0.006225173,11456.23526,0.003453441,TRUE,1,0.944927476,NA,NA,0.052384483,NA,NA,0.052384483,0.22064413,0.05823273,0,74669.67141,0.001040428,65481090.25,1.00E-04,2_139_2,2,139,2,1244,12,809960,5158.980892,5933.727093,774.7462015,9452.015107,0.064401227,0.093046004,1.832147726,2.220639211,0.450320788,3,TRUE,2.099624684,0.072316969,1.632494809,2.568843393,0.014558859
12,newsletter,180299.0205,2728617.72,0.009443925,17379.7307,0.005239058,2728617.72,0.009443925,17379.7307,0.005239058,TRUE,1,0.944927476,NA,NA,0.052384483,NA,NA,0.052384483,0.22064413,0.05823273,0,74669.67141,0.001040428,65481090.25,1.00E-04,2_139_2,2,139,2,1244,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,NA,NA,NA,NA,0.066783943
13,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
14,trend,0.360244782,100798991.9,0.348870203,642031.7953,0.194515392,100798991.9,0.348870203,642031.7953,0.194515392,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
15,season,0.351964932,128850.7053,0.000445959,820.7051295,0.000248648,128850.7053,0.000445959,820.7051295,0.000248648,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
16,holiday,0.9990698,6953025.815,0.02406476,278121.0326,0.084261904,6953025.815,0.02406476,278121.0326,0.084261904,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
17,competitor_sales_B,0.179673751,156538407,0.541787023,997059.9171,0.30207772,156538407,0.541787023,997059.9171,0.30207772,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
18,events,0.969812544,1234384.467,0.004272265,1234384.467,0.373979576,1234384.467,0.004272265,1234384.467,0.373979576,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
19,tv_S,371148.7997,4991635.793,0.017276294,31793.85856,0.009632537,4991635.793,0.017276294,31793.85856,0.009632537,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,2591412.147,16505.80985,33538.64556,17032.83571,10711.52476,0.206047363,0.24816217,0.648954814,1.926222272,0.519150886,3,FALSE,1.812758887,0.07977603,1.293878015,2.326805331,0.246044178
20,ooh_S,239958.4007,9452037.879,0.032713962,60204.06292,0.018239933,9452037.879,0.032713962,60204.06292,0.018239933,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,8239693.867,52482.12654,86186.04124,33703.9147,70954.26598,0.655151359,0.469913737,1.351970102,1.147134594,0.871737288,3,FALSE,1.128968062,0.015364291,1.029147174,1.228081565,0.701729486
21,print_S,259219.6812,3747999.54,0.012972008,23872.60853,0.007232648,3747999.54,0.012972008,23872.60853,0.007232648,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,601634.9778,3832.069922,5030.874649,1198.804726,9288.670111,0.047836968,0.186334047,2.423930226,6.229690225,0.160521625,3,FALSE,6.112939239,0.089768095,5.532077129,6.6943801,0.050728326
22,facebook_S,3696.635742,83152.48282,0.000287795,529.6336485,0.000160462,83152.48282,0.000287795,529.6336485,0.000160462,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,334078.022,2127.88549,2134.460052,6.574561485,195.2150246,0.026563083,0.004133976,0.09174132,0.248901386,4.017655405,3,FALSE,0.569459534,0.086969895,0.004406028,1.130478351,3.29E-07
23,search_S,84015.22294,1839584.969,0.006366893,11717.10171,0.003549912,1839584.969,0.006366893,11717.10171,0.003549912,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,809960,5158.980892,5921.4986,762.5177086,7136.630173,0.064401227,0.091456071,1.383341075,2.271204712,0.440294965,3,FALSE,2.099624684,0.072316969,1.632494809,2.568843393,0.005937497
24,newsletter,226253.0161,3161712.278,0.01094284,20138.29476,0.006101268,3161712.278,0.01094284,20138.29476,0.006101268,TRUE,1,0.944395244,NA,NA,0.052637002,NA,NA,0.052637002,0.237703816,0.059288212,0,91878.12625,0.001303255,65481090.25,1.00E-04,2_141_7,2,141,7,1267,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.056459061
25,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
26,trend,0.338876516,94820002.59,0.328183457,603949.0611,0.181714608,94820002.59,0.328183457,603949.0611,0.181714608,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
27,season,0.339426724,124260.5977,0.000430081,791.4687752,0.000238135,124260.5977,0.000430081,791.4687752,0.000238135,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
28,holiday,1,6959499.542,0.024087667,278379.9817,0.083758238,6959499.542,0.024087667,278379.9817,0.083758238,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
29,competitor_sales_B,0.186153805,162184069.2,0.561338611,1033019.549,0.31081221,162184069.2,0.561338611,1033019.549,0.31081221,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
30,events,0.987809091,1257290.604,0.004351634,1257290.604,0.378290297,1257290.604,0.004351634,1257290.604,0.378290297,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
31,tv_S,412073.0551,4877767.741,0.016882542,31068.58434,0.009347834,4877767.741,0.016882542,31068.58434,0.009347834,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,2591412.147,16505.80985,36000.95155,19495.1417,10591.94494,0.206047363,0.243404555,0.641710103,1.882281731,0.531270098,3,FALSE,1.812758887,0.07977603,1.293878015,2.326805331,0.269769027
32,ooh_S,241517.4841,9471630.823,0.032782456,60328.85874,0.018151589,9471630.823,0.032782456,60328.85874,0.018151589,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,8239693.867,52482.12654,85564.25538,33082.12884,71196.0642,0.655151359,0.472642038,1.356577351,1.149512467,0.869934019,3,FALSE,1.128968062,0.015364291,1.029147174,1.228081565,0.699441246
33,print_S,239097.8839,3915523.376,0.013552098,24939.63933,0.007503773,3915523.376,0.013552098,24939.63933,0.007503773,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,601634.9778,3832.069922,4873.032066,1040.962144,11162.43332,0.047836968,0.195387783,2.912899177,6.508137858,0.153653783,3,FALSE,6.112939239,0.089768095,5.532077129,6.6943801,0.047893915
34,facebook_S,8104.817597,203673.1529,0.000704937,1297.281229,0.000390323,203673.1529,0.000704937,1297.281229,0.000390323,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,334078.022,2127.88549,2273.600943,145.7154526,543.8398419,0.026563083,0.010163455,0.255577588,0.609657444,1.640265382,3,FALSE,0.569459534,0.086969895,0.004406028,1.130478351,0.00136743
35,search_S,65086.13949,1571160.301,0.005437975,10007.39045,0.003010997,1571160.301,0.005437975,10007.39045,0.003010997,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,809960,5158.980892,6039.226745,880.2458536,7768.840249,0.064401227,0.07840217,1.505886611,1.939799868,0.515517099,3,FALSE,2.099624684,0.072316969,1.632494809,2.568843393,0.020073309
36,newsletter,187567.5665,3538894.816,0.012248541,22540.73131,0.006781996,3538894.816,0.012248541,22540.73131,0.006781996,TRUE,1,0.944579465,NA,NA,0.052549735,NA,NA,0.052549735,0.238624034,0.058169079,0,66285.27739,0.000912372,65481090.25,1.00E-04,2_158_1,2,158,1,1414,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.16579904
37,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
38,trend,0.319286614,89338612.07,0.309204662,569035.7457,0.170939695,89338612.07,0.309204662,569035.7457,0.170939695,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
39,season,0.331983223,121535.6094,0.00042064,774.1121615,0.000232545,121535.6094,0.00042064,774.1121615,0.000232545,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
40,holiday,1,6959499.542,0.024087118,278379.9817,0.08362601,6959499.542,0.024087118,278379.9817,0.08362601,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
41,competitor_sales_B,0.190584331,166044107.1,0.574685579,1057605.778,0.317707297,166044107.1,0.574685579,1057605.778,0.317707297,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
42,events,0.991931275,1262537.349,0.004369694,1262537.349,0.37926923,1262537.349,0.004369694,1262537.349,0.37926923,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
43,tv_S,470129.4825,4961388.22,0.017171572,31601.19885,0.009493075,4961388.22,0.017171572,31601.19885,0.009493075,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,2591412.147,16505.80985,31984.81992,15479.01006,13387.68354,0.206047363,0.24474088,0.811089165,1.914550036,0.522315939,3,FALSE,1.812758887,0.07977603,1.293878015,2.326805331,0.245012076
44,ooh_S,207210.8894,9532262.488,0.032991558,60715.04769,0.018238945,9532262.488,0.032991558,60715.04769,0.018238945,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,8239693.867,52482.12654,86434.5276,33952.40106,71425.30537,0.655151359,0.470218053,1.360945337,1.156870952,0.864400647,3,FALSE,1.128968062,0.015364291,1.029147174,1.228081565,0.719087466
45,print_S,266240.9078,3722236.151,0.012882815,23708.51052,0.007122093,3722236.151,0.012882815,23708.51052,0.007122093,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,601634.9778,3832.069922,4293.596022,461.5261002,8271.912995,0.047836968,0.183614608,2.15860179,6.186867933,0.161632673,3,FALSE,6.112939239,0.089768095,5.532077129,6.6943801,0.008841952
46,facebook_S,17115.33842,240280.1342,0.00083162,1530.446715,0.00045975,240280.1342,0.00083162,1530.446715,0.00045975,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,334078.022,2127.88549,3030.425073,902.5395825,1057.120713,0.026563083,0.011852806,0.496793985,0.719233587,1.390368884,3,FALSE,0.569459534,0.086969895,0.004406028,1.130478351,0.136891003
47,search_S,64948.05102,1815837.498,0.006284689,11565.84394,0.003474407,1815837.498,0.006284689,11565.84394,0.003474407,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,809960,5158.980892,5952.641388,793.660496,10596.93153,0.064401227,0.089573653,2.054074584,2.2418854,0.44605313,3,FALSE,2.099624684,0.072316969,1.632494809,2.568843393,0.034570813
48,newsletter,158139.9112,4932056.547,0.017070053,31414.37291,0.009436953,4932056.547,0.017070053,31414.37291,0.009436953,TRUE,1,0.945234688,NA,NA,0.052238171,NA,NA,0.052238171,0.234484811,0.056836025,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_178_1,2,178,1,1594,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.174218406
49,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
50,trend,0.319263933,89332265.6,0.309173961,568995.3223,0.170899135,89332265.6,0.309173961,568995.3223,0.170899135,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
51,season,0.333565342,122114.8068,0.000422632,777.8013175,0.000233615,122114.8068,0.000422632,777.8013175,0.000233615,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
52,holiday,1,6959499.542,0.024086438,278379.9817,0.083612108,6959499.542,0.024086438,278379.9817,0.083612108,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
53,competitor_sales_B,0.190764018,166200657,0.575211152,1058602.911,0.317953971,166200657,0.575211152,1058602.911,0.317953971,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
54,events,0.992327814,1263042.067,0.004371318,1263042.067,0.379357771,1263042.067,0.004371318,1263042.067,0.379357771,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
55,tv_S,471457.8266,4975406.552,0.017219603,31690.48759,0.009518315,4975406.552,0.017219603,31690.48759,0.009518315,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,2591412.147,16505.80985,31984.81992,15479.01006,13425.51024,0.206047363,0.251234116,0.813380886,1.91995957,0.520844301,3,FALSE,1.812758887,0.07977603,1.293878015,2.326805331,0.245012076
56,ooh_S,202576.4885,9319067.484,0.03225277,59357.11773,0.017828055,9319067.484,0.03225277,59357.11773,0.017828055,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,8239693.867,52482.12654,86434.5276,33952.40106,69827.83381,0.655151359,0.470568114,1.330506944,1.130996811,0.884175791,3,FALSE,1.128968062,0.015364291,1.029147174,1.228081565,0.719087466
57,print_S,265839.998,3716631.148,0.012863052,23672.80986,0.007110186,3716631.148,0.012863052,23672.80986,0.007110186,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,601634.9778,3832.069922,4293.596022,461.5261002,8259.457014,0.047836968,0.187672008,2.155351333,6.177551646,0.161876429,3,FALSE,6.112939239,0.089768095,5.532077129,6.6943801,0.008841952
58,facebook_S,12126.69703,170245.2104,0.000589209,1084.364397,0.000325691,170245.2104,0.000589209,1084.364397,0.000325691,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,334078.022,2127.88549,3030.425073,902.5395825,748.9996574,0.026563083,0.008596565,0.351992464,0.509597157,1.962334337,3,FALSE,0.569459534,0.086969895,0.004406028,1.130478351,0.136891003
59,search_S,32055.86315,1622514.76,0.005615433,10334.48891,0.003103989,1622514.76,0.005615433,10334.48891,0.003103989,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,809960,5158.980892,5952.641388,793.660496,11522.42761,0.064401227,0.081929196,2.233469721,2.003203565,0.49920039,3,FALSE,2.099624684,0.072316969,1.632494809,2.568843393,0.05332554
60,newsletter,168561.1223,5257072.554,0.018194433,33484.53856,0.010057163,5257072.554,0.018194433,33484.53856,0.010057163,TRUE,1,0.94522301,NA,NA,0.05224374,NA,NA,0.05224374,0.237269216,0.056783409,0,52585.93766,0.000703141,65481090.25,1.00E-04,2_181_4,2,181,4,1624,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.174218406
