,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,train_size,rsq_train,rsq_val,rsq_test,nrmse_train,nrmse_val,nrmse_test,nrmse,decomp.rssd,MAPE_train,mape,lambda,lambda_hp,lambda_max,lambda_min_ratio,solID,trial,iterNG,iterPar,iterations,robynPareto,total_spend,mean_spend,mean_spend_adstocked,mean_carryover,mean_response,spend_share,effect_share,roi_mean,roi_total,cpa_total,cluster,top_sol,boot_mean,boot_se,ci_low,ci_up,carryover_pct
15,season,0.211985285,77605.61062,0.000268574,494.3032524,0.000145482,77605.61062,0.000268574,494.3032524,0.000145482,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
16,holiday,1,6959499.542,0.024085128,278379.9817,0.081932259,6959499.542,0.024085128,278379.9817,0.081932259,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
17,competitor_sales_B,0.225465144,196433559.3,0.679808567,1251169.167,0.368241696,196433559.3,0.679808567,1251169.167,0.368241696,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
18,events,1.046224154,1331641.721,0.004608487,1331641.721,0.391926223,1331641.721,0.004608487,1331641.721,0.391926223,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
19,tv_S,387931.5245,12093899.97,0.041854034,77031.21003,0.022671677,12093899.97,0.041854034,77031.21003,0.022671677,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,2591412.147,16505.80985,24410.16526,7904.355406,96138.43503,0.206047363,0.467092732,5.824520935,4.666914906,0.214274316,5,FALSE,4.403696779,0.097204292,3.59703182,5.211930108,0.351756059
20,ooh_S,207015.42,8339983.974,0.028862647,53120.91703,0.015634446,8339983.974,0.028862647,53120.91703,0.015634446,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,8239693.867,52482.12654,84613.47468,32131.34814,63394.52668,0.655151359,0.322108328,1.207926029,1.012171582,0.987974784,5,FALSE,0.841679787,0.049075436,0.433979299,1.249291422,0.675225437
21,print_S,327691.7735,4830836.004,0.016718343,30769.65607,0.009056066,4830836.004,0.016718343,30769.65607,0.009056066,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,601634.9778,3832.069922,4765.918492,933.84857,24626.84762,0.047836968,0.186577398,6.426513117,8.029513213,0.124540551,5,FALSE,7.86325819,0.07135073,7.271962059,8.457343575,0.102433015
22,facebook_S,20843.6012,627140.8021,0.002170381,3994.527402,0.001175662,627140.8021,0.002170381,3994.527402,0.001175662,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,334078.022,2127.88549,2391.079729,263.1942385,5075.474711,0.026563083,0.024221542,2.38521985,1.877228554,0.532700186,5,FALSE,1.661292502,0.125222007,0.626916843,2.707285932,0.147438682
23,search_S,0,0,0,0,0,0,0,0,0,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,809960,5158.980892,6382.412169,1223.431277,0,0.064401227,0,0,0,Inf,5,FALSE,0.068544337,0.028346338,0,0.304200424,0
24,newsletter,213557.5376,3383245.205,0.011708585,21549.33252,0.006342358,3383245.205,0.011708585,21549.33252,0.006342358,TRUE,1,0.951922212,NA,NA,0.048944896,NA,NA,0.048944896,0.539952336,0.048926795,0,7736.737245,1.82E-05,65481090.25,1.00E-04,1_152_2,1,152,2,1361,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,0.020038856
25,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
26,trend,0.208839866,58434844.92,0.202237682,372196.4645,0.109788663,58434844.92,0.202237682,372196.4645,0.109788663,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
27,season,0.216161568,79134.50445,0.000273877,504.0414296,0.00014868,79134.50445,0.000273877,504.0414296,0.00014868,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
28,holiday,1,6959499.542,0.024086195,278379.9817,0.082115143,6959499.542,0.024086195,278379.9817,0.082115143,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
29,competitor_sales_B,0.225997024,196896953.4,0.681442444,1254120.722,0.369934295,196896953.4,0.681442444,1254120.722,0.369934295,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
30,events,1.040305227,1324108.068,0.004582618,1324108.068,0.390578814,1324108.068,0.004582618,1324108.068,0.390578814,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
31,tv_S,341521.2889,9656890.36,0.033421619,61508.8558,0.018143576,9656890.36,0.033421619,61508.8558,0.018143576,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,2591412.147,16505.80985,24304.42095,7798.6111,63781.91112,0.206047363,0.454917597,3.864209735,3.726497297,0.268348511,5,FALSE,4.403696779,0.097204292,3.59703182,5.211930108,0.263960567
32,ooh_S,207564.1361,6509345.864,0.022528254,41460.80168,0.012229901,6509345.864,0.022528254,41460.80168,0.012229901,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,8239693.867,52482.12654,86490.43152,34008.30498,49821.45037,0.655151359,0.306642808,0.949303194,0.789998508,1.265825175,5,FALSE,0.841679787,0.049075436,0.433979299,1.249291422,0.568555971
33,print_S,365491.2714,4746961.579,0.016428802,30235.42407,0.008918695,4746961.579,0.016428802,30235.42407,0.008918695,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,601634.9778,3832.069922,4737.083218,905.0132962,24187.49708,0.047836968,0.223620262,6.311862144,7.890102395,0.126741067,5,FALSE,7.86325819,0.07135073,7.271962059,8.457343575,0.101811312
34,facebook_S,10010.60123,314581.5342,0.001088738,2003.704039,0.000591043,314581.5342,0.001088738,2003.704039,0.000591043,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,334078.022,2127.88549,2385.031886,257.146396,2718.908078,0.026563083,0.014819333,1.277751125,0.941640915,1.061975945,5,FALSE,1.661292502,0.125222007,0.626916843,2.707285932,0.216948601
35,search_S,0,0,0,0,0,0,0,0,0,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,809960,5158.980892,6526.002546,1367.021654,0,0.064401227,0,0,0,Inf,5,FALSE,0.068544337,0.028346338,0,0.304200424,0
36,newsletter,179152.4024,4019109.153,0.013909771,25599.42136,0.00755119,4019109.153,0.013909771,25599.42136,0.00755119,TRUE,1,0.951701815,NA,NA,0.049056954,NA,NA,0.049056954,0.561030229,0.048933366,0,7005.425151,6.98E-06,65481090.25,1.00E-04,1_159_1,1,159,1,1423,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,0.045490497
37,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
38,trend,0.213301003,59683102.06,0.206552911,380147.1469,0.111892585,59683102.06,0.206552911,380147.1469,0.111892585,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
39,season,0.214020558,78350.70319,0.000271158,499.0490649,0.00014689,78350.70319,0.000271158,499.0490649,0.00014689,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
40,holiday,1,6959499.542,0.024085626,278379.9817,0.081938418,6959499.542,0.024085626,278379.9817,0.081938418,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
41,competitor_sales_B,0.225887955,196801928,0.681097492,1253515.465,0.368959987,196801928,0.681097492,1253515.465,0.368959987,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
42,events,1.04605233,1331423.022,0.004607825,1331423.022,0.391891312,1331423.022,0.004607825,1331423.022,0.391891312,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
43,tv_S,334091.1762,10601051.99,0.036688411,67522.62412,0.019874622,10601051.99,0.036688411,67522.62412,0.019874622,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,2591412.147,16505.80985,26248.44011,9742.630259,75068.01463,0.206047363,0.506180358,4.547975247,4.090839815,0.244448584,5,FALSE,4.403696779,0.097204292,3.59703182,5.211930108,0.335858492
44,ooh_S,224603.9185,5320244.093,0.018412446,33886.90505,0.009974278,5320244.093,0.018412446,33886.90505,0.009974278,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,8239693.867,52482.12654,86348.0281,33865.90156,39417.45044,0.655151359,0.254031681,0.751064277,0.645684679,1.548743577,5,FALSE,0.841679787,0.049075436,0.433979299,1.249291422,0.481567166
45,print_S,292130.2466,4626757.067,0.016012407,29469.79024,0.008674144,4626757.067,0.016012407,29469.79024,0.008674144,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,601634.9778,3832.069922,4673.87535,841.8054283,23610.11258,0.047836968,0.220918976,6.161190441,7.69030598,0.130033838,5,FALSE,7.86325819,0.07135073,7.271962059,8.457343575,0.089690595
46,facebook_S,14257.11456,395177.5193,0.001367641,2517.054263,0.00074087,395177.5193,0.001367641,2517.054263,0.00074087,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,334078.022,2127.88549,2416.856108,288.9706172,2928.229879,0.026563083,0.018868986,1.376121926,1.182889904,0.845387214,5,FALSE,1.661292502,0.125222007,0.626916843,2.707285932,0.114270621
47,search_S,0,0,0,0,0,0,0,0,0,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,809960,5158.980892,6122.756442,963.7755498,0,0.064401227,0,0,0,Inf,5,FALSE,0.068544337,0.028346338,0,0.304200424,0
48,newsletter,205191.6377,3150715.409,0.010904082,20068.25101,0.005906893,3150715.409,0.010904082,20068.25101,0.005906893,TRUE,1,0.95173397,NA,NA,0.049040621,NA,NA,0.049040621,0.640783044,0.04936668,0,7159.926748,9.34E-06,65481090.25,1.00E-04,1_164_7,1,164,7,1474,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,0.005438973
49,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
50,trend,0.198343009,55497751.33,0.19207705,353488.862,0.104224836,55497751.33,0.19207705,353488.862,0.104224836,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
51,season,0.214994275,78707.17068,0.000272405,501.3195585,0.000147812,78707.17068,0.000272405,501.3195585,0.000147812,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
52,holiday,1,6959499.542,0.024086744,278379.9817,0.08207927,6959499.542,0.024086744,278379.9817,0.08207927,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
53,competitor_sales_B,0.223325967,194569829.7,0.673403842,1239298.278,0.365402347,194569829.7,0.673403842,1239298.278,0.365402347,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
54,events,1.041509957,1325641.457,0.004588029,1325641.457,0.390860302,1325641.457,0.004588029,1325641.457,0.390860302,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
55,tv_S,389890.4554,12032076.78,0.041642873,76637.43173,0.022596253,12032076.78,0.041642873,76637.43173,0.022596253,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,2591412.147,16505.80985,23789.58167,7283.771821,96510.33678,0.206047363,0.476766188,5.847052501,4.643057955,0.2153753,5,TRUE,4.403696779,0.097204292,3.59703182,5.211930108,0.336121862
56,ooh_S,228960.5739,7712214.935,0.026691883,49122.38812,0.014483548,7712214.935,0.026691883,49122.38812,0.014483548,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,8239693.867,52482.12654,82979.29383,30497.16729,59124.65334,0.655151359,0.305593405,1.126567409,0.935983188,1.068395258,5,TRUE,0.841679787,0.049075436,0.433979299,1.249291422,0.630512935
57,print_S,390840.1336,4719299.969,0.01633344,30059.23547,0.00886285,4719299.969,0.01633344,30059.23547,0.00886285,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,601634.9778,3832.069922,4552.744062,720.6741397,23931.0683,0.047836968,0.187000357,6.244945626,7.844124999,0.127483945,5,TRUE,7.86325819,0.07135073,7.271962059,8.457343575,0.07997004
58,facebook_S,22905.66285,614563.7683,0.002126998,3914.418906,0.001154151,614563.7683,0.002126998,3914.418906,0.001154151,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,334078.022,2127.88549,2380.720949,252.835459,5106.264723,0.026563083,0.024351841,2.39968962,1.839581558,0.543601884,5,TRUE,1.661292502,0.125222007,0.626916843,2.707285932,0.18399828
59,search_S,5431.155486,158694.5452,0.00054924,1010.793282,0.000298029,158694.5452,0.00054924,1010.793282,0.000298029,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,809960,5158.980892,5965.230928,806.2500362,1007.458628,0.064401227,0.006288207,0.195282489,0.195928867,5.103893136,5,TRUE,0.068544337,0.028346338,0,0.304200424,0.061165799
60,newsletter,256352.9566,5266558.458,0.018227496,33544.95833,0.009890602,5266558.458,0.018227496,33544.95833,0.009890602,TRUE,1,0.952016204,NA,NA,0.048897029,NA,NA,0.048897029,0.467148699,0.04897266,0,9780.712728,4.94E-05,65481090.25,1.00E-04,1_171_3,1,171,3,1533,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,0.15099575
61,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.952131836,NA,NA,0.048838077,NA,NA,0.048838077,0.589617471,0.049903283,0,10455.27487,5.97E-05,65481090.25,1.00E-04,1_172_7,1,172,7,1546,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
